Country or Area,Year,Area,Type of housing unit,Tenure,Record Type,Reliability,Source Year,Value
Australia,2016,Total,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2017,636375
Australia,2016,Total,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2017,128850
Australia,2016,Total,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,63356
Australia,2016,Total,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,27841
Australia,2016,Total,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2017,2112
Australia,2016,Total,Other housing units,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2017,2211
Australia,2016,Total,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2017,33335
Australia,2016,Total,Unknown (type of housing unit),Total,Census - de jure - complete tabulation,"Final figure, complete",2017,45712
Australia,2016,Total,Unknown (type of housing unit),Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,17336
Australia,2016,Total,Unknown (type of housing unit),Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,14185
Australia,2016,Total,Unknown (type of housing unit),Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2017,1598
Australia,2016,Total,Unknown (type of housing unit),Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2017,1326
Australia,2016,Total,Unknown (type of housing unit),Unknown,Census - de jure - complete tabulation,"Final figure, complete",2017,11264
Australia,2016,Urban,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2017,7942847
Australia,2016,Urban,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,4832645
Australia,2016,Urban,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,2390951
Australia,2016,Urban,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2017,56413
Australia,2016,Urban,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2017,73130
Australia,2016,Urban,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2017,589702
Australia,2016,Urban,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2017,7821214
Australia,2016,Urban,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,4781037
Australia,2016,Urban,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,2356394
Australia,2016,Urban,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2017,54370
Australia,2016,Urban,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2017,71039
Australia,2016,Urban,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2017,558378
Australia,2016,Urban,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2017,87575
Australia,2016,Urban,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,40312
Australia,2016,Urban,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,22392
Australia,2016,Urban,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2017,1085
Australia,2016,Urban,Other housing units,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2017,1097
Australia,2016,Urban,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2017,22686
Australia,2016,Urban,Unknown (type of housing unit),Total,Census - de jure - complete tabulation,"Final figure, complete",2017,34062
Australia,2016,Urban,Unknown (type of housing unit),Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,11289
Australia,2016,Urban,Unknown (type of housing unit),Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,12166
Australia,2016,Urban,Unknown (type of housing unit),Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2017,961
Australia,2016,Urban,Unknown (type of housing unit),Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2017,996
Australia,2016,Urban,Unknown (type of housing unit),Unknown,Census - de jure - complete tabulation,"Final figure, complete",2017,8640
Australia,2016,Rural,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2017,918777
Australia,2016,Rural,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,657699
Australia,2016,Rural,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,132018
Australia,2016,Rural,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2017,27245
Australia,2016,Rural,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2017,10544
Australia,2016,Rural,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2017,91268
Australia,2016,Rural,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2017,865840
Australia,2016,Rural,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,628620
Australia,2016,Rural,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,124559
Australia,2016,Rural,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2017,25579
Australia,2016,Rural,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2017,9094
Australia,2016,Rural,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2017,77994
Australia,2016,Rural,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2017,41277
Australia,2016,Rural,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,23038
Australia,2016,Rural,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,5448
Australia,2016,Rural,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2017,1024
Australia,2016,Rural,Other housing units,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2017,1115
Australia,2016,Rural,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2017,10653
Australia,2016,Rural,Unknown (type of housing unit),Total,Census - de jure - complete tabulation,"Final figure, complete",2017,11656
Australia,2016,Rural,Unknown (type of housing unit),Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,6044
Australia,2016,Rural,Unknown (type of housing unit),Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,2018
Australia,2016,Rural,Unknown (type of housing unit),Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2017,638
Australia,2016,Rural,Unknown (type of housing unit),Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2017,329
Australia,2016,Rural,Unknown (type of housing unit),Unknown,Census - de jure - complete tabulation,"Final figure, complete",2017,2624
Australia,2011,Total,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,8182562
Australia,2011,Total,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,5263058
Australia,2011,Total,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,2261232
Australia,2011,Total,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2012,88103
Australia,2011,Total,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2012,74845
Australia,2011,Total,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,495324
Australia,2011,Total,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,8066628
Australia,2011,Total,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,5199713
Australia,2011,Total,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,2235826
